"PATHWAY_ID","PATHWAY_NAME","CATEGORY_NAME"
"bioplanet_290","Chronic myeloid leukemia","Human Diseases:Cancers: Specific types"
"bioplanet_290","Chronic myeloid leukemia","Stress response"
"bioplanet_290","Chronic myeloid leukemia","Transcriptional regulation"
"bioplanet_291","Acute myeloid leukemia","Cancer"
"bioplanet_291","Acute myeloid leukemia","Cell proliferation"
"bioplanet_291","Acute myeloid leukemia","Human Diseases:Cancers: Specific types"
"bioplanet_291","Acute myeloid leukemia","Immune disease"
"bioplanet_291","Acute myeloid leukemia","Infectious disease"
"bioplanet_291","Acute myeloid leukemia","Stress response"
"bioplanet_292","Small cell lung cancer","Cancer"
"bioplanet_292","Small cell lung cancer","Cell death"
"bioplanet_292","Small cell lung cancer","Cell division"
"bioplanet_292","Small cell lung cancer","Cell proliferation"
"bioplanet_292","Small cell lung cancer","Circulatory system"
"bioplanet_292","Small cell lung cancer","Genetic disease"
"bioplanet_292","Small cell lung cancer","Human Diseases:Cancers: Specific types"
"bioplanet_293","Non-small cell lung cancer","Cancer"
"bioplanet_293","Non-small cell lung cancer","Cell division"
"bioplanet_293","Non-small cell lung cancer","Cell proliferation"
"bioplanet_293","Non-small cell lung cancer","Human Diseases:Cancers: Specific types"
"bioplanet_294","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","Cardiovascular disease"
"bioplanet_294","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","Circulatory system"
"bioplanet_294","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","Human Diseases:Cardiovascular diseases"
"bioplanet_294","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","Transport"
"bioplanet_295","Dilated cardiomyopathy","Cardiovascular disease"
"bioplanet_295","Dilated cardiomyopathy","Human Diseases:Cardiovascular diseases"
"bioplanet_295","Dilated cardiomyopathy","Transport"
"bioplanet_296","Viral myocarditis","Cardiovascular disease"
"bioplanet_296","Viral myocarditis","Circulatory system"
"bioplanet_296","Viral myocarditis","Human Diseases:Cardiovascular diseases"
"bioplanet_296","Viral myocarditis","Immune system"
"bioplanet_296","Viral myocarditis","Infectious disease"
"bioplanet_297","Type 2 diabetes mellitus","Endocrine and metabolic disease"
"bioplanet_297","Type 2 diabetes mellitus","Endocrine system"
"bioplanet_297","Type 2 diabetes mellitus","Energy metabolism"
"bioplanet_297","Type 2 diabetes mellitus","Environmental adaptation"
"bioplanet_297","Type 2 diabetes mellitus","Human Diseases:Endocrine and metabolic diseases"
"bioplanet_297","Type 2 diabetes mellitus","Lipid metabolism"
"bioplanet_297","Type 2 diabetes mellitus","Small molecule metabolism"
"bioplanet_297","Type 2 diabetes mellitus","Stress response"
"bioplanet_297","Type 2 diabetes mellitus","Transcription"
"bioplanet_297","Type 2 diabetes mellitus","Transport"
"bioplanet_298","Type 1 diabetes mellitus","Carbohydrate metabolism"
"bioplanet_298","Type 1 diabetes mellitus","Endocrine and metabolic disease"
"bioplanet_298","Type 1 diabetes mellitus","Genetic disease"
"bioplanet_298","Type 1 diabetes mellitus","Human Diseases:Endocrine and metabolic diseases"
"bioplanet_298","Type 1 diabetes mellitus","Immune disease"
"bioplanet_298","Type 1 diabetes mellitus","Small molecule metabolism"
"bioplanet_298","Type 1 diabetes mellitus","Transport"
"bioplanet_299","Maturity onset diabetes of the young","Carbohydrate metabolism"
"bioplanet_299","Maturity onset diabetes of the young","Cell death"
"bioplanet_299","Maturity onset diabetes of the young","Cell differentiation"
"bioplanet_299","Maturity onset diabetes of the young","Endocrine and metabolic disease"
"bioplanet_299","Maturity onset diabetes of the young","Endocrine system"
"bioplanet_299","Maturity onset diabetes of the young","Excretory system"
"bioplanet_299","Maturity onset diabetes of the young","Human Diseases:Endocrine and metabolic diseases"
"bioplanet_3","AKT signaling pathway","Adhesion"
"bioplanet_3","AKT signaling pathway","Apoptosis"
"bioplanet_3","AKT signaling pathway","Cancer"
"bioplanet_3","AKT signaling pathway","Carbohydrate metabolism"
"bioplanet_3","AKT signaling pathway","Endocrine and metabolic disease"
"bioplanet_3","AKT signaling pathway","Stress response"
"bioplanet_30","TNFR1 signaling pathway","Apoptosis"
"bioplanet_30","TNFR1 signaling pathway","Cell death"
"bioplanet_30","TNFR1 signaling pathway","Cell differentiation"
"bioplanet_30","TNFR1 signaling pathway","CellSignaling"
"bioplanet_30","TNFR1 signaling pathway","Circulatory system"
"bioplanet_30","TNFR1 signaling pathway","CytokinesChemokines"
"bioplanet_30","TNFR1 signaling pathway","Immune system"
"bioplanet_30","TNFR1 signaling pathway","Infectious disease"
"bioplanet_300","Asthma","Endocrine and metabolic disease"
"bioplanet_300","Asthma","Human Diseases:Immune diseases"
"bioplanet_300","Asthma","Immune disease"
"bioplanet_300","Asthma","Immune system"
"bioplanet_301","Autoimmune thyroid disease","Endocrine and metabolic disease"
"bioplanet_301","Autoimmune thyroid disease","Human Diseases:Immune diseases"
"bioplanet_301","Autoimmune thyroid disease","Immune disease"
"bioplanet_301","Autoimmune thyroid disease","Immune system"
"bioplanet_302","Systemic lupus erythematosus","Genetic disease"
"bioplanet_302","Systemic lupus erythematosus","Human Diseases:Immune diseases"
"bioplanet_302","Systemic lupus erythematosus","Immune disease"
"bioplanet_302","Systemic lupus erythematosus","Immune system"
"bioplanet_303","Allograft rejection","Human Diseases:Immune diseases"
"bioplanet_303","Allograft rejection","Immune disease"
"bioplanet_303","Allograft rejection","Immune system"
"bioplanet_304","Graft-versus-host disease","Human Diseases:Immune diseases"
"bioplanet_304","Graft-versus-host disease","Immune disease"
"bioplanet_304","Graft-versus-host disease","Immune system"
"bioplanet_305","Primary immunodeficiency","Genetic disease"
"bioplanet_305","Primary immunodeficiency","Human Diseases:Immune diseases"
"bioplanet_305","Primary immunodeficiency","Immune disease"
"bioplanet_305","Primary immunodeficiency","Immune system"
"bioplanet_306","Bacterial invasion of epithelial cells","Circulatory system"
"bioplanet_306","Bacterial invasion of epithelial cells","Human Diseases:Infectious diseases: Bacterial"
"bioplanet_306","Bacterial invasion of epithelial cells","Immune system"
"bioplanet_306","Bacterial invasion of epithelial cells","Infectious disease"
"bioplanet_307","Vibrio cholerae infection","Human Diseases:Infectious diseases: Bacterial"
"bioplanet_307","Vibrio cholerae infection","Immune system"
"bioplanet_307","Vibrio cholerae infection","Infectious disease"
"bioplanet_307","Vibrio cholerae infection","Transport"
"bioplanet_308","Epithelial cell signaling in Helicobacter pylori infection","Digestive system"
"bioplanet_308","Epithelial cell signaling in Helicobacter pylori infection","Endocrine and metabolic disease"
"bioplanet_308","Epithelial cell signaling in Helicobacter pylori infection","Human Diseases:Infectious diseases: Bacterial"
"bioplanet_308","Epithelial cell signaling in Helicobacter pylori infection","Immune system"
"bioplanet_308","Epithelial cell signaling in Helicobacter pylori infection","Stress response"
"bioplanet_308","Epithelial cell signaling in Helicobacter pylori infection","Transport"
"bioplanet_309","Pathogenic Escherichia coli infection","Cell division"
"bioplanet_309","Pathogenic Escherichia coli infection","Human Diseases:Infectious diseases: Bacterial"
"bioplanet_309","Pathogenic Escherichia coli infection","Immune system"
"bioplanet_309","Pathogenic Escherichia coli infection","Infectious disease"
"bioplanet_309","Pathogenic Escherichia coli infection","Transport"
"bioplanet_31","MEF2D role in T cell apoptosis","Apoptosis"
"bioplanet_31","MEF2D role in T cell apoptosis","Cell death"
"bioplanet_31","MEF2D role in T cell apoptosis","CellSignaling"
"bioplanet_31","MEF2D role in T cell apoptosis","Circulatory system"
"bioplanet_31","MEF2D role in T cell apoptosis","Immune disease"
"bioplanet_31","MEF2D role in T cell apoptosis","Immune system"
"bioplanet_31","MEF2D role in T cell apoptosis","Stress response"
"bioplanet_31","MEF2D role in T cell apoptosis","expression"
"bioplanet_310","Shigellosis","Human Diseases:Infectious diseases: Bacterial"
"bioplanet_310","Shigellosis","Immune system"
"bioplanet_310","Shigellosis","Infectious disease"
"bioplanet_310","Shigellosis","Lipid metabolism"
"bioplanet_310","Shigellosis","Stress response"
"bioplanet_311","Leishmaniasis","Circulatory system"
"bioplanet_311","Leishmaniasis","Human Diseases:Infectious diseases: Parasitic"
"bioplanet_311","Leishmaniasis","Immune system"
"bioplanet_311","Leishmaniasis","Infectious disease"
"bioplanet_311","Leishmaniasis","Stress response"
"bioplanet_312","Chagas disease","Cardiovascular disease"
"bioplanet_312","Chagas disease","Circulatory system"
"bioplanet_312","Chagas disease","Human Diseases:Infectious diseases: Parasitic"
"bioplanet_312","Chagas disease","Immune system"
"bioplanet_312","Chagas disease","Infectious disease"
"bioplanet_313","Malaria","Circulatory system"
"bioplanet_313","Malaria","Human Diseases:Infectious diseases: Parasitic"
"bioplanet_313","Malaria","Immune system"
"bioplanet_313","Malaria","Infectious disease"
"bioplanet_314","Amoebiasis","Circulatory system"
"bioplanet_314","Amoebiasis","Human Diseases:Infectious diseases: Parasitic"
"bioplanet_314","Amoebiasis","Immune system"
"bioplanet_314","Amoebiasis","Infectious disease"
"bioplanet_315","Alzheimer's disease","Human Diseases:Neurodegenerative diseases"
"bioplanet_315","Alzheimer's disease","Nervous system"
"bioplanet_315","Alzheimer's disease","Neurological disease"
"bioplanet_315","Alzheimer's disease","Neurotoxicity"
"bioplanet_315","Alzheimer's disease","Protein modification"
"bioplanet_315","Alzheimer's disease","Transport"
"bioplanet_316","Parkinson's disease","Human Diseases:Neurodegenerative diseases"
"bioplanet_316","Parkinson's disease","Immune system"
"bioplanet_316","Parkinson's disease","Nervous system"
"bioplanet_316","Parkinson's disease","Neurological disease"
"bioplanet_316","Parkinson's disease","Small molecule metabolism"
"bioplanet_316","Parkinson's disease","Stress response"
"bioplanet_316","Parkinson's disease","Transport"
"bioplanet_317","Amyotrophic lateral sclerosis (ALS)","Cardiovascular disease"
"bioplanet_317","Amyotrophic lateral sclerosis (ALS)","Cell death"
"bioplanet_317","Amyotrophic lateral sclerosis (ALS)","Human Diseases:Neurodegenerative diseases"
"bioplanet_317","Amyotrophic lateral sclerosis (ALS)","Musculoskeletal system"
"bioplanet_317","Amyotrophic lateral sclerosis (ALS)","Nervous system"
"bioplanet_317","Amyotrophic lateral sclerosis (ALS)","Neurological disease"
"bioplanet_317","Amyotrophic lateral sclerosis (ALS)","Stress response"
"bioplanet_317","Amyotrophic lateral sclerosis (ALS)","Transport"
"bioplanet_318","Huntington's disease","Endocrine and metabolic disease"
"bioplanet_318","Huntington's disease","Human Diseases:Neurodegenerative diseases"
"bioplanet_318","Huntington's disease","Nervous system"
"bioplanet_318","Huntington's disease","Neurological disease"
"bioplanet_318","Huntington's disease","Small molecule metabolism"
"bioplanet_318","Huntington's disease","Transport"
"bioplanet_319","Prion diseases","Circulatory system"
"bioplanet_319","Prion diseases","Human Diseases:Neurodegenerative diseases"
"bioplanet_319","Prion diseases","Immune system"
"bioplanet_319","Prion diseases","Nervous system"
"bioplanet_319","Prion diseases","Neurological disease"
"bioplanet_319","Prion diseases","Stress response"
"bioplanet_32","OX40 signaling pathway","Apoptosis"
"bioplanet_32","OX40 signaling pathway","CellSignaling"
"bioplanet_32","OX40 signaling pathway","Immune disease"
"bioplanet_32","OX40 signaling pathway","Immune system"
"bioplanet_32","OX40 signaling pathway","Immunology"
"bioplanet_32","OX40 signaling pathway","Transport"
"bioplanet_320","","Immunology"
"bioplanet_321","Bystander B cell activation","Immune disease"
"bioplanet_321","Bystander B cell activation","Immune system"
"bioplanet_321","Bystander B cell activation","Immunology"
"bioplanet_321","Bystander B cell activation","Infectious disease"
"bioplanet_322","B lymphocyte cell surface molecules","Immune disease"
"bioplanet_322","B lymphocyte cell surface molecules","Immune system"
"bioplanet_322","B lymphocyte cell surface molecules","Immunology"
"bioplanet_322","B lymphocyte cell surface molecules","Infectious disease"
"bioplanet_322","B lymphocyte cell surface molecules","Neurological disease"
"bioplanet_323","","Immunology"
"bioplanet_324","CTL mediated immune response against target cells","Circulatory system"
"bioplanet_324","CTL mediated immune response against target cells","Immune system"
"bioplanet_324","CTL mediated immune response against target cells","Immunology"
"bioplanet_324","CTL mediated immune response against target cells","Infectious disease"
"bioplanet_325","Cells and molecules involved in local acute inflammatory response","Cardiovascular disease"
"bioplanet_325","Cells and molecules involved in local acute inflammatory response","Circulatory system"
"bioplanet_325","Cells and molecules involved in local acute inflammatory response","Immune disease"
"bioplanet_325","Cells and molecules involved in local acute inflammatory response","Immune system"
"bioplanet_325","Cells and molecules involved in local acute inflammatory response","Immunology"
"bioplanet_325","Cells and molecules involved in local acute inflammatory response","Infectious disease"
"bioplanet_326","Monocyte and its surface molecules","Cell division"
